common_name,species_name,sample_ID,Batch_ID,Type,group,season,Date,Year,Project,site,TL_cm,SL_cm,Weight_kg,d13C,d15N,d34S,N%,C%,S%,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,,,
red mangrove,Rhizophora mangle,D20-TS7-Rma1,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-26.1,5.08,-4.17,1.02,46.22,0.19,,,G-230545,S-33908,,,,,
Halodule seagrass,Halodule wright ,D20-TS7-Hwr1,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-12.93,0.21,7.89,1.94,37.31,0.43,,,G-230546,S-33909,,,,,
Halodule seagrass,Halodule wright ,D20-TS7-Hwr2,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-13.72,1.71,9.04,1.62,29.88,0.44,,,G-230547,S-33910,,,,,
Halodule seagrass,Halodule wright ,D20-TS7-Hwr3,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-13.36,-0.06,6.44,1.95,37.37,0.31,,,G-230548,S-33911,,,,,
Cladophora,Cladophora,D20-SRS4-Cla1,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,SRS4,,,,-32.12,7.64,19.75,2.66,29.74,1.59,,,G-230549,S-33912,,,,,
Cladophora,Cladophora,D20-SRS4-Cla2,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,SRS4,,,,-33.83,11.36,22.45,1.06,26.67,2.34,,,G-230550,S-33913,,,,,
Chlorophyta,Filamentous Green Algea,D20-SRS4-Chl1,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,SRS4,,,,-36,7.70,22.05,1.30,32.16,2.09,,,G-230551,S-33914,,,,,
red mangrove,Rhizophora mangle,D20-TS10-Rma2,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-26.66,-0.53,-6.86,0.94,34.21,0.55,,,G-230552,S-33915,,,,,
red mangrove,Rhizophora mangle,D20-TS10-Rma3,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-26.31,0.44,-8.82,1.22,43.18,0.28,,,G-230553,S-33916,,,,,
turtle grass,thalassia,D20-TS10-Tte2,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-8.67,5.28,,2.06,35.38,,,,G-230554,,,,,,
turtle grass,thalassia,D20-TS10-Tte1,220217_Rezek(CN)+220321_Rezek(S),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-8.82,5.71,,2.18,34.40,,,,G-230555,,,,,,
epiphytic macroalgae,epiphytic macroalgae,D20-RB10-Ema1,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,RB10,,,,-30.51,6.22,,3.44,34.76,,,,,,G-230517,N-11712,,,
epiphytic macroalgae,epiphytic macroalgae,D20-RB10-Ema3,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,RB10,,,,-32.05,5.73,,3.92,40.54,,,,,,G-230527,N-11713,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS7-Epi1,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-19.89,3.81,,0.59,6.12,,,,,,G-230516,N-11714,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS7-Epi2,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-20.93,5.31,,1.65,8.31,,,,,,G-230518,N-11715,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS7-Epi3,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-22.38,4.29,,0.53,6.09,,,,,,G-230523,N-11716,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS7-Epi4,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-20.82,5.1,,1.09,7.31,,,,,,G-230522,N-11717,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS7-Epi5,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS7,,,,-20.89,4.94,,0.70,5.06,,,,,,G-230524,N-11718,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS9-Epi1,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS9,,,,-19.59,6.77,,1.21,9.89,,,,,,G-230519,N-11719,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS9-Epi2,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS9,,,,-20.64,8.12,,0.84,9.46,,,,,,G-230515,N-11720,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS9-Epi3,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS9,,,,-19.48,8.63,,1.20,10.18,,,,,,G-230526,N-11721,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS9-Epi4,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS9,,,,-21.39,7.18,,0.96,9.09,,,,,,G-230520,N-11722,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS9-Epi5,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS9,,,,-18.64,8,,1.25,13.32,,,,,,G-230521,N-11723,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS10-Epi3,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-18.97,2.94,,0.67,7.95,,,,,,G-230529,N-11724,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS10-Epi4,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS10,,,, ,2.07,,0.57,6.31,,,,,,G-230532,N-11725,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS10-Epi5,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-18.52,2.19,,0.74,6.78,,,,,,G-230531,N-11726,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS10-Epi6,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS10,,,,-15.63,3.06,,0.86,8.47,,,,,,G-230530,N-11727,,,
epiphytic microalgae ,epiphytic microalgae ,D20-RB10-Ema2,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,RB10 ,,,,-31.8,6.17,,4.46,40.98,,,,,,G-230525,N-11728,,,
epiphytic microalgae ,epiphytic microalgae ,D20-TS10-Epi1,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,TS10 ,,,,-16.23,3.97,,1.63,22.10,,,,,,G-230528,N-11729,,,
suspended particulate organic matter,suspended particulate organic matter,D20-SRS4-SPOM1,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,SRS4,,,,-29.48,4.14,,0.82,11.93,,,,,,G-230533,N-11730,,,
suspended particulate organic matter,suspended particulate organic matter,D20-SRS4-SPOM2,220217_Rezek(N)+220204_Rezek(C),,source,Dry20,,2020,FCE Foodwebs,SRS4,,,,-29.19,3.9,,2.46,28.01,,,,,,G-230534,N-11731,,,
,Batophora,Bat225,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,225,,,,-17.2,5.77,22.46,0.874,19.544,1.329,,,,,,,,,
,Batophora,Bat226,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,226,,,,-18.83,3.83,23.87,1.356,17.623,2.935,,,,,,,,,
,Batophora,Bat258,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,258,,,,-17.56,5.24,23.48,1.495,36.092,3.014,,,,,,,,,
,Batophora,Bat267,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,267,,,,-19,4.5,20.9,1.739,38.566,2.405,,,,,,,,,
,Batophora,Bat271,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,271,,,,-16.85,3.71,24,2.752,48.146,1.582,,,,,,,,,
,Batophora,Bat294,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,294,,,,-11.43,-1.78,23.35,1.763,34.126,1.458,,,,,,,,,
,Halimeda,GC123,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,123,,,,-20.6,2.08,18.26,4.126,31.254,1.309,,,,,,,,,
,Halimeda,GC169,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,169,,,,-18.83,-0.1,16.46,3.917,33.908,0.955,,,,,,,,,
,Halimeda,GC225,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,225,,,,-17.39,1.23,20.23,3.373,27.687,0.814,,,,,,,,,
,Halimeda,GC240,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,240,,,,-18.99,4.31,18.04,2.909,27.165,0.939,,,,,,,,,
,Halimeda,GC255,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,255,,,,-15.46,-6.07,19.32,2.611,25.471,0.697,,,,,,,,,
,Halimeda,GC268,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,268,,,,-16.56,0.06,19.74,3.354,31.736,0.844,,,,,,,,,
,Halimeda,GC281,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,281,,,,-18.17,1.33,19.18,3.805,33.677,0.989,,,,,,,,,
,Halimeda,GC291,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,291,,,,-15.87,-3.23,19.81,3.201,29.320,0.861,,,,,,,,,
,Halimeda,GC292,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,292,,,,-17.39,1.03,19.44,3.361,33.109,0.819,,,,,,,,,
,Halimeda,GC294,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,294,,,,-14.66,-4.45,18.77,3.219,27.308,0.933,,,,,,,,,
,Halodule,H159,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,159,,,,-10.9,-5.89,4.63,2.522,41.538,0.399,,,,,,,,,
,Halodule,H159dup,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,159,,,,-12.2,-3.66,3.98,2.290,36.857,0.446,,,,,,,,,
,Halodule,H167,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,167,,,,-13.97,-4.11,8.07,3.023,38.206,0.374,,,,,,,,,
,Halodule,H176,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,176,,,,-12.08,-4.16,7.99,3.022,43.356,0.441,,,,,,,,,
,Halodule,H225,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,225,,,,-12.97,-5.03,7.95,2.288,37.701,0.424,,,,,,,,,
,Halodule,H226,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,226,,,,-11.26,0.3,6.51,2.022,38.165,0.366,,,,,,,,,
,Halodule,H229,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,229,,,,-10.74,-7.14,1.6,2.133,42.130,0.336,,,,,,,,,
,Halodule,H239,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,239,,,,-10.55,-0.37,-1.17,2.273,47.031,0.568,,,,,,,,,
,Halodule,H240,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,240,,,,-9.96,-5.26,1.91,2.001,39.911,0.338,,,,,,,,,
,Halodule,H242,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,242,,,,-10.22,2.53,2.4,1.935,35.959,0.314,,,,,,,,,
,Halodule,H252,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,252,,,,-13.17,-4.5,4.63,2.409,36.872,0.373,,,,,,,,,
,Halodule,H256,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,256,,,,-11.92,-5.92,4.25,1.799,35.818,0.397,,,,,,,,,
,Halodule,H267,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,267,,,,-13.79,-5.07,4.62,2.668,43.251,0.311,,,,,,,,,
,Halodule,H268,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,268,,,,-11.95,-7.76,3.24,2.686,38.714,0.386,,,,,,,,,
,Halodule,H269,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,269,,,,-12.21,-3.75,0.08,2.285,38.245,0.361,,,,,,,,,
,Halodule,H271,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,271,,,,-13.03,-1.82,3.07,2.461,40.783,0.433,,,,,,,,,
,Halodule,H279A,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,279,,,,-13.54,-4.02,-3.81,2.451,40.670,0.471,,,,,,,,,
,Halodule,H279B,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,279,,,,-12.55,-1.78,-3.94,2.436,45.714,0.461,,,,,,,,,
,Halodule,H281,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,281,,,,-12.69,0.99,-2.39,1.977,41.166,0.424,,,,,,,,,
,Halodule,H291,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,291,,,,-11.19,-1.56,5.95,2.112,39.849,0.400,,,,,,,,,
,Halodule,H294,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,j13,,,,-11.75,-5.56,3.53,2.051,37.342,0.430,,,,,,,,,
,Penicillus,Lolli134,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,134,,,,-16.13,-1.11,12.19,2.623,30.832,0.738,,,,,,,,,
,Penicillus,Lolli159,,Algae,source,Wet,2018-08-01,2018,CESI,159,,,,-17.49,1.46,17.22,2.566,34.544,0.655,,,,,,,,,
,Penicillus,Lolli169,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,169,,,,-15.99,-0.11,17.72,2.663,23.410,0.511,,,,,,,,,
,Penicillus,Lolli225,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,225,,,,-17.78,0.67,13.25,2.944,32.628,0.687,,,,,,,,,
,Penicillus,Lolli226,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,226,,,,-17.43,-0.44,18.97,2.053,24.376,0.553,,,,,,,,,
,Penicillus,Lolli240,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,240,,,,-18.14,0.05,16.95,3.486,33.066,1.043,,,,,,,,,
,Penicillus,Lolli253,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,253,,,,-16.37,3.95,18.28,2.685,37.716,0.679,,,,,,,,,
,Penicillus,Lolli255,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,255,,,,-16.34,1.93,18.61,1.936,24.454,0.582,,,,,,,,,
,Penicillus,Lolli267,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,267,,,,-19.88,3.57,14.09,1.821,40.638,1.017,,,,,,,,,
,Penicillus,LolliPK1,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,PK1,,,,-18.08,5.15,17.44,0.953,24.346,0.675,,,,,,,,,
,Red drift algae,Red225,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,225,,,,-18.79,4.45,11.95,1.852,34.684,3.024,,,,,,,,,
,Red drift algae,Red255,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,255,,,,-18.38,2.98,13.94,1.925,26.526,2.487,,,,,,,,,
,Red drift algae,Red258,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,258,,,,-19.18,5.17,16.1,0.735,23.936,2.151,,,,,,,,,
,Red drift algae,Red265dup,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,265,,,,-19.94,3.52,18.19,3.769,29.497,1.922,,,,,,,,,
,Red drift algae,Red269,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,269,,,,-22.53,2.27,13.68,1.756,37.219,2.259,,,,,,,,,
,Red drift algae,Red281,190812_Nelson(CN)+190812_Nelson(S),Algae,source,Wet,2018-08-01,2018,CESI,281,,,,-19.79,3.54,14.8,2.222,30.343,2.237,,,,,,,,,
,Thalassia,T133,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,133,,,,-10.65,1.93,1.14,1.768,36.657,0.706,,,,,,,,,
,Thalassia,T133dup,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,133,,,,-10.27,2.24,0.99,1.865,37.738,0.720,,,,,,,,,
,Thalassia,T134,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,134,,,,-10.23,-0.67,8.95,2.372,36.043,0.670,,,,,,,,,
,Thalassia,T147,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,147,,,,-11.26,2.53,7.22,1.999,39.586,0.634,,,,,,,,,
,Thalassia,T147dup,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,147,,,,-8.75,-2.29,6.71,2.168,38.525,0.619,,,,,,,,,
,Thalassia,T159,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,159,,,,-12.24,1.77,10.66,2.988,36.633,0.453,,,,,,,,,
,Thalassia,T169,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,169,,,,-9.91,2.2,11.89,2.295,37.160,0.477,,,,,,,,,
,Thalassia,T225,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,225,,,,-9.93,2.23,5.27,2.299,37.087,0.542,,,,,,,,,
,Thalassia,T226,,Seagrass,source,Wet,2018-08-01,2018,CESI,226,,,,-9.26,-1.27,4.04,2.753,39.501,0.562,,,,,,,,,
,Thalassia,T240,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,240,,,,-10.25,2.47,3.55,2.177,39.015,0.569,,,,,,,,,
,Thalassia,T242,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,242,,,,-9.57,-2.97,2.54,2.087,37.137,0.485,,,,,,,,,
,Thalassia,T253,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,253,,,,-7.65,2.19,7.01,2.103,39.149,0.535,,,,,,,,,
,Thalassia,T255,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,255,,,,-8.51,3.75,14.1,2.173,39.095,0.494,,,,,,,,,
,Thalassia,T256,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,256,,,,-11.28,3.15,7.86,2.005,37.892,0.568,,,,,,,,,
,Thalassia,T258,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,258,,,,-10.3,0.73,4.07,2.132,40.159,0.593,,,,,,,,,
,Thalassia,T267,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,267,,,,-10.11,0.86,10.03,2.744,40.458,0.547,,,,,,,,,
,Thalassia,T267dup,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,267,,,,-7.75,-0.31,10.66,2.127,39.179,0.556,,,,,,,,,
,Thalassia,T268,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,268,,,,-9.34,2.76,4.69,2.210,42.026,0.726,,,,,,,,,
,Thalassia,T269,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,269,,,,-9.8,-0.04,4.01,2.613,37.342,0.576,,,,,,,,,
,Thalassia,T271,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,271,,,,-16.61,-2.19,2.36,2.180,26.185,0.450,,,,,,,,,
,Thalassia,T278,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,278,,,,-10.5,2.51,4.99,1.699,33.545,0.553,,,,,,,,,
,Thalassia,T279,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,279,,,,-10.1,-0.49,7.18,2.586,38.966,0.651,,,,,,,,,
,Thalassia,T281,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,281,,,,-9.06,-0.19,6.31,2.288,35.278,0.452,,,,,,,,,
,Thalassia,T283,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,283,,,,-12.18,1.85,3.74,3.032,37.350,0.499,,,,,,,,,
,Thalassia,T291,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,291,,,,-10.15,-3.82,4.03,1.970,38.701,0.433,,,,,,,,,
,Thalassia,T292,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,292,,,,-9.99,2.26,2.43,2.180,39.243,0.583,,,,,,,,,
,Thalassia,T294,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,294,,,,-9.71,0.98,8.93,2.022,36.802,0.460,,,,,,,,,
,Thalassia,TPK1,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,PK1,,,,-8.72,1.92,2.74,2.032,36.298,0.749,,,,,,,,,
,Halodule,H167NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,167,,,,-13.26,-4.02,9.87,2.858,38.630,0.537,,,,,,,,,
,Halodule,H176NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,176,,,,-11.97,-3.7,8.46,2.241,35.440,0.539,,,,,,,,,
,Halodule,H159NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,159,,,,-10.93,-5.49,9.59,2.270,37.236,0.666,,,,,,,,,
,Halodule,H267NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,267,,,,-13.38,-3.85,4.82,1.991,35.717,0.374,,,,,,,,,
,Halodule,H229NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,229,,,,-12.17,-4,3.5,2.462,36.147,0.441,,,,,,,,,
,Thalassia,T278NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,278,,,,-10.46,-0.95,9.42,1.774,33.945,0.568,,,,,,,,,
,Thalassia,T283NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,283,,,,-10.18,-0.52,3.05,2.031,35.599,0.656,,,,,,,,,
,Thalassia,T133NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,133,,,,-12.32,0.76,1.28,2.755,38.329,0.720,,,,,,,,,
,Thalassia,T242NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,242,,,,-11.21,1.8,3.22,1.577,37.299,0.455,,,,,,,,,
,Thalassia,T291NA,190812_Nelson(CN)+190812_Nelson(S),Seagrass,source,Wet,2018-08-01,2018,CESI,291,,,,-9.63,1.08,3.04,1.882,32.954,0.355,,,,,,,,,
,Batophora,Bat294,190926_Nelson(S),Algae,source,dry,2019-05-01,2019,CESI,294,,,,-15.69,5.58,21.09,0.878512724,20.2877069,3.463677324,,,,,,,,,
,Batophora,Bat292,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,292,,,,-15.79,5.01,21.64,1.147988431,25.68338232,4.368664527,,,,,,,,,
,Batophora,Bat284,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,284,,,,-15.07,3.54,17.79,1.123895252,24.17022108,2.974711269,,,,,,,,,
,Batophora,Bat280,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,280,,,,-17.05,5.38,22.09,0.883770658,25.95549383,2.7528343,,,,,,,,,
,Batophora,Bat271,190926_Nelson(S),Algae,source,dry,2019-05-01,2019,CESI,271,,,,-15.01,6.16,22.06,0.924655822,14.93345806,3.414630705,,,,,,,,,
,Batophora,Bat253,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,253,,,,-16.06,5.35,17.95,1.119889553,26.18097209,2.257934127,,,,,,,,,
,Batophora,Bat240,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,240,,,,-16.72,5.07,21.43,1.49079609,29.29196525,3.745167199,,,,,,,,,
,Batophora,Bat240dup,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,240,,,,-16.68,4.89,21.29,1.506817822,28.33774069,3.410257928,,,,,,,,,
,Batophora,Bat228,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,228,,,,-14.57,3.22,20.64,0.989043473,26.59508854,5.785484985,,,,,,,,,
,Caulerpa,Feather269,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,269,,,,-26.48,5.79,22.49,3.251602158,29.03230531,3.771432307,,,,,,,,,
,Caulerpa,Feather255,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,255,,,,-27.87,5.14,20.71,4.17004513,37.64777096,2.410287824,,,,,,,,,
,Caulerpa,Feather135,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,135,,,,-16.21,2.03,21.87,3.828483784,37.8994449,1.897975543,,,,,,,,,
,Caulerpa,Feather133,190926_Nelson(S)+190924_Nelson(CN),Algae,source,dry,2019-05-01,2019,CESI,133,,,,-15.13,5.15,18.02,2.295933333,27.32038854,1.408565268,,,,,,,,,
