date,year,month,day,month_long,month_short,median_navd88_ft,stage_cm,season
2020-06-09,2020,06,09,June,Jun,0.16,14.6304,wet
2020-06-10,2020,06,10,June,Jun,0.14,14.020800000000001,wet
2020-06-11,2020,06,11,June,Jun,0.09,12.4968,wet
2020-06-12,2020,06,12,June,Jun,0.04,10.9728,wet
2020-06-13,2020,06,13,June,Jun,-0.02,9.144,wet
2020-06-14,2020,06,14,June,Jun,-0.03,8.839200000000002,wet
2020-06-15,2020,06,15,June,Jun,0.08,12.192,wet
2020-06-16,2020,06,16,June,Jun,0.08,12.192,wet
2020-06-17,2020,06,17,June,Jun,0.14,14.020800000000001,wet
2020-06-18,2020,06,18,June,Jun,0.21,16.154400000000003,wet
2020-06-19,2020,06,19,June,Jun,0.28,18.288000000000004,wet
2020-06-20,2020,06,20,June,Jun,0.34,20.1168,wet
2020-06-21,2020,06,21,June,Jun,0.43,22.86,wet
2020-06-22,2020,06,22,June,Jun,0.59,27.7368,wet
2020-06-23,2020,06,23,June,Jun,0.6,28.0416,wet
2020-06-24,2020,06,24,June,Jun,0.62,28.6512,wet
2020-06-25,2020,06,25,June,Jun,0.64,29.2608,wet
2020-06-26,2020,06,26,June,Jun,0.64,29.2608,wet
2020-06-27,2020,06,27,June,Jun,0.62,28.6512,wet
2020-06-28,2020,06,28,June,Jun,0.63,28.956,wet
2020-06-29,2020,06,29,June,Jun,0.64,29.2608,wet
2020-06-30,2020,06,30,June,Jun,0.67,30.1752,wet
2020-07-01,2020,07,01,July,Jul,0.7,31.0896,wet
2020-07-02,2020,07,02,July,Jul,0.71,31.3944,wet
2020-07-03,2020,07,03,July,Jul,0.74,32.308800000000005,wet
2020-07-04,2020,07,04,July,Jul,0.92,37.7952,wet
2020-07-05,2020,07,05,July,Jul,0.93,38.1,wet
2020-07-06,2020,07,06,July,Jul,1.07,42.367200000000004,wet
2020-07-07,2020,07,07,July,Jul,1.07,42.367200000000004,wet
2020-07-08,2020,07,08,July,Jul,1.05,41.757600000000004,wet
2020-07-09,2020,07,09,July,Jul,1.02,40.8432,wet
2020-07-10,2020,07,10,July,Jul,0.99,39.9288,wet
2020-07-11,2020,07,11,July,Jul,0.95,38.7096,wet
2020-07-12,2020,07,12,July,Jul,0.94,38.4048,wet
2020-07-13,2020,07,13,July,Jul,0.94,38.4048,wet
2020-07-14,2020,07,14,July,Jul,0.97,39.3192,wet
2020-07-15,2020,07,15,July,Jul,0.96,39.0144,wet
2020-07-16,2020,07,16,July,Jul,0.98,39.624,wet
2020-07-17,2020,07,17,July,Jul,1.1,43.281600000000005,wet
2020-07-18,2020,07,18,July,Jul,1.12,43.891200000000005,wet
2020-07-19,2020,07,19,July,Jul,1.1,43.281600000000005,wet
2020-07-20,2020,07,20,July,Jul,1.09,42.976800000000004,wet
2020-07-21,2020,07,21,July,Jul,1.2,46.3296,wet
2020-07-22,2020,07,22,July,Jul,1.28,48.768,wet
2020-07-23,2020,07,23,July,Jul,1.28,48.768,wet
2020-07-24,2020,07,24,July,Jul,1.35,50.9016,wet
2020-07-25,2020,07,25,July,Jul,1.36,51.2064,wet
2020-07-26,2020,07,26,July,Jul,1.37,51.5112,wet
2020-07-27,2020,07,27,July,Jul,1.37,51.5112,wet
2020-07-28,2020,07,28,July,Jul,1.36,51.2064,wet
2020-07-29,2020,07,29,July,Jul,1.35,50.9016,wet
2020-07-30,2020,07,30,July,Jul,1.33,50.292,wet
2020-07-31,2020,07,31,July,Jul,1.32,49.9872,wet
2020-08-01,2020,08,01,August,Aug,1.31,49.6824,wet
2020-08-02,2020,08,02,August,Aug,1.3,49.3776,wet
2020-08-03,2020,08,03,August,Aug,1.29,49.0728,wet
2020-08-04,2020,08,04,August,Aug,1.31,49.6824,wet
2020-08-05,2020,08,05,August,Aug,1.31,49.6824,wet
2020-08-06,2020,08,06,August,Aug,1.39,52.1208,wet
2020-08-07,2020,08,07,August,Aug,1.51,55.778400000000005,wet
2020-08-08,2020,08,08,August,Aug,1.51,55.778400000000005,wet
2020-08-09,2020,08,09,August,Aug,1.51,55.778400000000005,wet
2020-08-10,2020,08,10,August,Aug,1.54,56.692800000000005,wet
2020-08-11,2020,08,11,August,Aug,1.53,56.388000000000005,wet
2020-08-12,2020,08,12,August,Aug,1.51,55.778400000000005,wet
2020-08-13,2020,08,13,August,Aug,1.49,55.168800000000005,wet
2020-08-14,2020,08,14,August,Aug,1.47,54.559200000000004,wet
2020-08-15,2020,08,15,August,Aug,1.46,54.254400000000004,wet
2020-08-16,2020,08,16,August,Aug,1.46,54.254400000000004,wet
2020-08-17,2020,08,17,August,Aug,1.45,53.949600000000004,wet
2020-08-18,2020,08,18,August,Aug,1.44,53.644800000000004,wet
2020-08-19,2020,08,19,August,Aug,1.47,54.559200000000004,wet
2020-08-20,2020,08,20,August,Aug,1.52,56.083200000000005,wet
2020-08-21,2020,08,21,August,Aug,1.5,55.473600000000005,wet
2020-08-22,2020,08,22,August,Aug,1.48,54.864000000000004,wet
2020-08-23,2020,08,23,August,Aug,1.46,54.254400000000004,wet
2020-08-24,2020,08,24,August,Aug,1.44,53.644800000000004,wet
2020-08-25,2020,08,25,August,Aug,1.43,53.34,wet
2020-08-26,2020,08,26,August,Aug,1.4,52.4256,wet
2020-08-27,2020,08,27,August,Aug,1.38,51.816,wet
2020-08-28,2020,08,28,August,Aug,1.36,51.2064,wet
2020-08-29,2020,08,29,August,Aug,1.34,50.5968,wet
2020-08-30,2020,08,30,August,Aug,1.33,50.292,wet
2020-08-31,2020,08,31,August,Aug,1.32,49.9872,wet
2020-09-01,2020,09,01,September,Sep,1.36,51.2064,wet
2020-09-02,2020,09,02,September,Sep,1.35,50.9016,wet
2020-09-03,2020,09,03,September,Sep,1.33,50.292,wet
2020-09-04,2020,09,04,September,Sep,1.3,49.3776,wet
2020-09-05,2020,09,05,September,Sep,1.28,48.768,wet
2020-09-06,2020,09,06,September,Sep,1.27,48.4632,wet
2020-09-07,2020,09,07,September,Sep,1.34,50.5968,wet
2020-09-08,2020,09,08,September,Sep,1.34,50.5968,wet
2020-09-09,2020,09,09,September,Sep,1.34,50.5968,wet
2020-09-10,2020,09,10,September,Sep,1.48,54.864000000000004,wet
2020-09-11,2020,09,11,September,Sep,1.5,55.473600000000005,wet
2020-09-12,2020,09,12,September,Sep,1.59,58.216800000000006,wet
2020-09-13,2020,09,13,September,Sep,1.75,63.093599999999995,wet
2020-09-14,2020,09,14,September,Sep,1.75,63.093599999999995,wet
2020-09-15,2020,09,15,September,Sep,1.74,62.7888,wet
2020-09-16,2020,09,16,September,Sep,1.73,62.483999999999995,wet
2020-09-17,2020,09,17,September,Sep,1.71,61.874399999999994,wet
2020-09-18,2020,09,18,September,Sep,1.68,60.96,wet
2020-09-19,2020,09,19,September,Sep,1.66,60.3504,wet
2020-09-20,2020,09,20,September,Sep,1.65,60.0456,wet
2020-09-21,2020,09,21,September,Sep,1.64,59.7408,wet
2020-09-22,2020,09,22,September,Sep,1.63,59.436,wet
2020-09-23,2020,09,23,September,Sep,1.59,58.216800000000006,wet
2020-09-24,2020,09,24,September,Sep,1.6,58.52160000000001,wet
2020-09-25,2020,09,25,September,Sep,1.69,61.264799999999994,wet
2020-09-26,2020,09,26,September,Sep,1.73,62.483999999999995,wet
2020-09-27,2020,09,27,September,Sep,1.72,62.1792,wet
2020-09-28,2020,09,28,September,Sep,1.74,62.7888,wet
2020-09-29,2020,09,29,September,Sep,1.72,62.1792,wet
2020-09-30,2020,09,30,September,Sep,1.7,61.5696,wet
2020-10-01,2020,10,01,October,Oct,1.69,61.264799999999994,wet
2020-10-02,2020,10,02,October,Oct,1.68,60.96,wet
2020-10-03,2020,10,03,October,Oct,1.71,61.874399999999994,wet
2020-10-04,2020,10,04,October,Oct,1.7,61.5696,wet
2020-10-05,2020,10,05,October,Oct,1.7,61.5696,wet
2020-10-06,2020,10,06,October,Oct,1.69,61.264799999999994,wet
2020-10-07,2020,10,07,October,Oct,1.68,60.96,wet
2020-10-08,2020,10,08,October,Oct,1.68,60.96,wet
2020-10-09,2020,10,09,October,Oct,1.66,60.3504,wet
2020-10-10,2020,10,10,October,Oct,1.64,59.7408,wet
2020-10-11,2020,10,11,October,Oct,1.62,59.13120000000001,wet
2020-10-12,2020,10,12,October,Oct,1.61,58.82640000000001,wet
2020-10-13,2020,10,13,October,Oct,1.58,57.912000000000006,wet
2020-10-14,2020,10,14,October,Oct,1.56,57.302400000000006,wet
2020-10-15,2020,10,15,October,Oct,1.54,56.692800000000005,wet
2020-10-16,2020,10,16,October,Oct,1.58,57.912000000000006,wet
2020-10-17,2020,10,17,October,Oct,1.65,60.0456,wet
2020-10-18,2020,10,18,October,Oct,1.62,59.13120000000001,wet
2020-10-19,2020,10,19,October,Oct,1.62,59.13120000000001,wet
2020-10-20,2020,10,20,October,Oct,1.64,59.7408,wet
2020-10-21,2020,10,21,October,Oct,1.87,66.7512,wet
2020-10-22,2020,10,22,October,Oct,2.1,73.7616,wet
2020-10-23,2020,10,23,October,Oct,2.09,73.45679999999999,wet
2020-10-24,2020,10,24,October,Oct,2.09,73.45679999999999,wet
2020-10-25,2020,10,25,October,Oct,2.15,75.28559999999999,wet
2020-10-26,2020,10,26,October,Oct,2.15,75.28559999999999,wet
2020-10-27,2020,10,27,October,Oct,2.22,77.4192,wet
2020-10-28,2020,10,28,October,Oct,2.19,76.50479999999999,wet
2020-10-29,2020,10,29,October,Oct,2.15,75.28559999999999,wet
2020-10-30,2020,10,30,October,Oct,2.12,74.3712,wet
2020-10-31,2020,10,31,October,Oct,2.13,74.67599999999999,wet
2020-11-01,2020,11,01,November,Nov,2.11,74.06639999999999,wet
2020-11-02,2020,11,02,November,Nov,2.23,77.72399999999999,wet
2020-11-03,2020,11,03,November,Nov,2.13,74.67599999999999,wet
2020-11-04,2020,11,04,November,Nov,2.07,72.84719999999999,wet
2020-11-05,2020,11,05,November,Nov,2.04,71.9328,wet
2020-11-06,2020,11,06,November,Nov,2.01,71.01839999999999,wet
2020-11-07,2020,11,07,November,Nov,1.99,70.4088,wet
2020-11-08,2020,11,08,November,Nov,2.14,74.9808,wet
2020-11-09,2020,11,09,November,Nov,2.41,83.2104,wet
2020-11-10,2020,11,10,November,Nov,2.6,89.0016,wet
2020-11-11,2020,11,11,November,Nov,2.58,88.392,wet
2020-11-12,2020,11,12,November,Nov,2.6,89.0016,wet
2020-11-13,2020,11,13,November,Nov,2.64,90.2208,wet
2020-11-14,2020,11,14,November,Nov,2.63,89.916,wet
2020-11-15,2020,11,15,November,Nov,2.61,89.3064,wet
2020-11-16,2020,11,16,November,Nov,2.57,88.0872,wet
2020-11-17,2020,11,17,November,Nov,2.53,86.868,wet
2020-11-18,2020,11,18,November,Nov,2.48,85.344,wet
2020-11-19,2020,11,19,November,Nov,2.43,83.82000000000001,wet
2020-11-20,2020,11,20,November,Nov,2.4,82.90559999999999,wet
2020-11-21,2020,11,21,November,Nov,2.37,81.9912,wet
2020-11-22,2020,11,22,November,Nov,2.36,81.68639999999999,wet
2020-11-23,2020,11,23,November,Nov,2.43,83.82000000000001,wet
2020-11-24,2020,11,24,November,Nov,2.4,82.90559999999999,wet
2020-11-25,2020,11,25,November,Nov,2.39,82.6008,wet
2020-11-26,2020,11,26,November,Nov,2.38,82.29599999999999,wet
2020-11-27,2020,11,27,November,Nov,2.36,81.68639999999999,wet
2020-11-28,2020,11,28,November,Nov,2.34,81.07679999999999,wet
2020-11-29,2020,11,29,November,Nov,2.33,80.77199999999999,wet
2020-11-30,2020,11,30,November,Nov,2.32,80.46719999999999,wet
2020-12-01,2020,12,01,December,Dec,2.3,79.85759999999999,dry
2020-12-02,2020,12,02,December,Dec,2.27,78.94319999999999,dry
2020-12-03,2020,12,03,December,Dec,2.25,78.33359999999999,dry
2020-12-04,2020,12,04,December,Dec,2.24,78.0288,dry
2020-12-05,2020,12,05,December,Dec,2.23,77.72399999999999,dry
2020-12-06,2020,12,06,December,Dec,2.22,77.4192,dry
2020-12-07,2020,12,07,December,Dec,2.26,78.63839999999999,dry
2020-12-08,2020,12,08,December,Dec,2.24,78.0288,dry
2020-12-09,2020,12,09,December,Dec,2.22,77.4192,dry
2020-12-10,2020,12,10,December,Dec,2.21,77.11439999999999,dry
2020-12-11,2020,12,11,December,Dec,2.2,76.8096,dry
2020-12-12,2020,12,12,December,Dec,2.2,76.8096,dry
2020-12-13,2020,12,13,December,Dec,2.21,77.11439999999999,dry
2020-12-14,2020,12,14,December,Dec,2.22,77.4192,dry
2020-12-15,2020,12,15,December,Dec,2.22,77.4192,dry
2020-12-16,2020,12,16,December,Dec,2.22,77.4192,dry
2020-12-17,2020,12,17,December,Dec,2.21,77.11439999999999,dry
2020-12-18,2020,12,18,December,Dec,2.2,76.8096,dry
2020-12-19,2020,12,19,December,Dec,2.18,76.2,dry
2020-12-20,2020,12,20,December,Dec,2.17,75.89519999999999,dry
2020-12-21,2020,12,21,December,Dec,2.16,75.5904,dry
2020-12-22,2020,12,22,December,Dec,2.15,75.28559999999999,dry
2020-12-23,2020,12,23,December,Dec,2.13,74.67599999999999,dry
2020-12-24,2020,12,24,December,Dec,2.12,74.3712,dry
2020-12-25,2020,12,25,December,Dec,2.11,74.06639999999999,dry
2020-12-26,2020,12,26,December,Dec,2.09,73.45679999999999,dry
2020-12-27,2020,12,27,December,Dec,2.06,72.5424,dry
2020-12-28,2020,12,28,December,Dec,2.05,72.23759999999999,dry
2020-12-29,2020,12,29,December,Dec,2.04,71.9328,dry
2020-12-30,2020,12,30,December,Dec,2.03,71.62799999999999,dry
2020-12-31,2020,12,31,December,Dec,2.02,71.3232,dry
2021-01-01,2021,01,01,January,Jan,2,70.7136,dry
2021-01-02,2021,01,02,January,Jan,1.99,70.4088,dry
2021-01-03,2021,01,03,January,Jan,1.98,70.104,dry
2021-01-04,2021,01,04,January,Jan,1.97,69.7992,dry
2021-01-05,2021,01,05,January,Jan,1.95,69.1896,dry
2021-01-06,2021,01,06,January,Jan,1.93,68.58,dry
2021-01-07,2021,01,07,January,Jan,1.91,67.9704,dry
2021-01-08,2021,01,08,January,Jan,1.9,67.6656,dry
2021-01-09,2021,01,09,January,Jan,1.89,67.3608,dry
2021-01-10,2021,01,10,January,Jan,1.87,66.7512,dry
2021-01-11,2021,01,11,January,Jan,1.85,66.1416,dry
2021-01-12,2021,01,12,January,Jan,1.84,65.83680000000001,dry
2021-01-13,2021,01,13,January,Jan,1.83,65.532,dry
2021-01-14,2021,01,14,January,Jan,1.83,65.532,dry
2021-01-15,2021,01,15,January,Jan,1.82,65.22720000000001,dry
2021-01-16,2021,01,16,January,Jan,1.81,64.9224,dry
2021-01-17,2021,01,17,January,Jan,1.79,64.3128,dry
2021-01-18,2021,01,18,January,Jan,1.78,64.00800000000001,dry
2021-01-19,2021,01,19,January,Jan,1.76,63.3984,dry
2021-01-20,2021,01,20,January,Jan,1.74,62.7888,dry
2021-01-21,2021,01,21,January,Jan,1.72,62.1792,dry
2021-01-22,2021,01,22,January,Jan,1.71,61.874399999999994,dry
2021-01-23,2021,01,23,January,Jan,1.7,61.5696,dry
2021-01-24,2021,01,24,January,Jan,1.68,60.96,dry
2021-01-25,2021,01,25,January,Jan,1.67,60.6552,dry
2021-01-26,2021,01,26,January,Jan,1.66,60.3504,dry
2021-01-27,2021,01,27,January,Jan,1.65,60.0456,dry
2021-01-28,2021,01,28,January,Jan,1.64,59.7408,dry
2021-01-29,2021,01,29,January,Jan,1.62,59.13120000000001,dry
2021-01-30,2021,01,30,January,Jan,1.6,58.52160000000001,dry
2021-01-31,2021,01,31,January,Jan,1.58,57.912000000000006,dry
2021-02-01,2021,02,01,February,Feb,1.58,57.912000000000006,dry
2021-02-02,2021,02,02,February,Feb,1.57,57.607200000000006,dry
2021-02-03,2021,02,03,February,Feb,1.56,57.302400000000006,dry
2021-02-04,2021,02,04,February,Feb,1.54,56.692800000000005,dry
2021-02-05,2021,02,05,February,Feb,1.53,56.388000000000005,dry
2021-02-06,2021,02,06,February,Feb,1.52,56.083200000000005,dry
2021-02-07,2021,02,07,February,Feb,1.52,56.083200000000005,dry
2021-02-08,2021,02,08,February,Feb,1.54,56.692800000000005,dry
2021-02-09,2021,02,09,February,Feb,1.53,56.388000000000005,dry
2021-02-10,2021,02,10,February,Feb,1.52,56.083200000000005,dry
2021-02-11,2021,02,11,February,Feb,1.5,55.473600000000005,dry
2021-02-12,2021,02,12,February,Feb,1.49,55.168800000000005,dry
2021-02-13,2021,02,13,February,Feb,1.49,55.168800000000005,dry
2021-02-14,2021,02,14,February,Feb,1.48,54.864000000000004,dry
2021-02-15,2021,02,15,February,Feb,1.47,54.559200000000004,dry
2021-02-16,2021,02,16,February,Feb,1.46,54.254400000000004,dry
2021-02-17,2021,02,17,February,Feb,1.49,55.168800000000005,dry
2021-02-18,2021,02,18,February,Feb,1.47,54.559200000000004,dry
2021-02-19,2021,02,19,February,Feb,1.45,53.949600000000004,dry
2021-02-20,2021,02,20,February,Feb,1.44,53.644800000000004,dry
2021-02-21,2021,02,21,February,Feb,1.41,52.7304,dry
2021-02-22,2021,02,22,February,Feb,1.39,52.1208,dry
2021-02-23,2021,02,23,February,Feb,1.38,51.816,dry
2021-02-24,2021,02,24,February,Feb,1.37,51.5112,dry
2021-02-25,2021,02,25,February,Feb,1.37,51.5112,dry
2021-02-26,2021,02,26,February,Feb,1.36,51.2064,dry
2021-02-27,2021,02,27,February,Feb,1.35,50.9016,dry
2021-02-28,2021,02,28,February,Feb,1.34,50.5968,dry
2021-03-01,2021,03,01,March,Mar,1.32,49.9872,dry
2021-03-02,2021,03,02,March,Mar,1.32,49.9872,dry
2021-03-03,2021,03,03,March,Mar,1.31,49.6824,dry
2021-03-04,2021,03,04,March,Mar,1.3,49.3776,dry
2021-03-05,2021,03,05,March,Mar,1.29,49.0728,dry
2021-03-06,2021,03,06,March,Mar,1.27,48.4632,dry
2021-03-07,2021,03,07,March,Mar,1.26,48.1584,dry
2021-03-08,2021,03,08,March,Mar,1.23,47.244,dry
2021-03-09,2021,03,09,March,Mar,1.21,46.6344,dry
2021-03-10,2021,03,10,March,Mar,1.2,46.3296,dry
2021-03-11,2021,03,11,March,Mar,1.19,46.0248,dry
2021-03-12,2021,03,12,March,Mar,1.18,45.72,dry
2021-03-13,2021,03,13,March,Mar,1.17,45.4152,dry
2021-03-14,2021,03,14,March,Mar,1.16,45.1104,dry
2021-03-15,2021,03,15,March,Mar,1.16,45.1104,dry
2021-03-16,2021,03,16,March,Mar,1.15,44.8056,dry
2021-03-17,2021,03,17,March,Mar,1.14,44.5008,dry
2021-03-18,2021,03,18,March,Mar,1.14,44.5008,dry
2021-03-19,2021,03,19,March,Mar,1.13,44.196,dry
2021-03-20,2021,03,20,March,Mar,1.12,43.891200000000005,dry
2021-03-21,2021,03,21,March,Mar,1.1,43.281600000000005,dry
2021-03-22,2021,03,22,March,Mar,1.09,42.976800000000004,dry
2021-03-23,2021,03,23,March,Mar,1.08,42.672000000000004,dry
2021-03-24,2021,03,24,March,Mar,1.07,42.367200000000004,dry
2021-03-25,2021,03,25,March,Mar,1.06,42.062400000000004,dry
2021-03-26,2021,03,26,March,Mar,1.06,42.062400000000004,dry
2021-03-27,2021,03,27,March,Mar,1.04,41.4528,dry
2021-03-28,2021,03,28,March,Mar,1.03,41.148,dry
2021-03-29,2021,03,29,March,Mar,1.02,40.8432,dry
2021-03-30,2021,03,30,March,Mar,1.01,40.5384,dry
2021-03-31,2021,03,31,March,Mar,1,40.2336,dry
2021-04-01,2021,04,01,April,Apr,0.99,39.9288,dry
2021-04-02,2021,04,02,April,Apr,0.98,39.624,dry
2021-04-03,2021,04,03,April,Apr,0.95,38.7096,dry
2021-04-04,2021,04,04,April,Apr,0.92,37.7952,dry
2021-04-05,2021,04,05,April,Apr,0.91,37.4904,dry
2021-04-06,2021,04,06,April,Apr,0.9,37.1856,dry
2021-04-07,2021,04,07,April,Apr,0.89,36.8808,dry
2021-04-08,2021,04,08,April,Apr,0.88,36.576,dry
2021-04-09,2021,04,09,April,Apr,0.87,36.2712,dry
2021-04-10,2021,04,10,April,Apr,0.86,35.9664,dry
2021-04-11,2021,04,11,April,Apr,0.86,35.9664,dry
2021-04-12,2021,04,12,April,Apr,0.93,38.1,dry
2021-04-13,2021,04,13,April,Apr,0.92,37.7952,dry
2021-04-14,2021,04,14,April,Apr,0.9,37.1856,dry
2021-04-15,2021,04,15,April,Apr,0.88,36.576,dry
2021-04-16,2021,04,16,April,Apr,0.87,36.2712,dry
2021-04-17,2021,04,17,April,Apr,0.86,35.9664,dry
2021-04-18,2021,04,18,April,Apr,0.86,35.9664,dry
2021-04-19,2021,04,19,April,Apr,0.85,35.6616,dry
2021-04-20,2021,04,20,April,Apr,1,40.2336,dry
2021-04-21,2021,04,21,April,Apr,0.94,38.4048,dry
2021-04-22,2021,04,22,April,Apr,0.92,37.7952,dry
2021-04-23,2021,04,23,April,Apr,0.91,37.4904,dry
2021-04-24,2021,04,24,April,Apr,0.89,36.8808,dry
2021-04-25,2021,04,25,April,Apr,0.88,36.576,dry
2021-04-26,2021,04,26,April,Apr,0.87,36.2712,dry
2021-04-27,2021,04,27,April,Apr,0.86,35.9664,dry
2021-04-28,2021,04,28,April,Apr,0.84,35.3568,dry
2021-04-29,2021,04,29,April,Apr,0.83,35.052,dry
2021-04-30,2021,04,30,April,Apr,0.81,34.442400000000006,dry
2021-05-01,2021,05,01,May,May,0.8,34.137600000000006,dry
2021-05-02,2021,05,02,May,May,0.79,33.832800000000006,dry
2021-05-03,2021,05,03,May,May,0.77,33.223200000000006,dry
2021-05-04,2021,05,04,May,May,0.75,32.613600000000005,dry
2021-05-05,2021,05,05,May,May,0.73,32.004000000000005,dry
2021-05-06,2021,05,06,May,May,0.71,31.3944,dry
2021-05-07,2021,05,07,May,May,0.7,31.0896,dry
2021-05-08,2021,05,08,May,May,0.68,30.48,dry
2021-05-09,2021,05,09,May,May,0.66,29.8704,dry
2021-05-10,2021,05,10,May,May,0.65,29.5656,dry
2021-05-11,2021,05,11,May,May,0.64,29.2608,dry
2021-05-12,2021,05,12,May,May,0.63,28.956,dry
2021-05-13,2021,05,13,May,May,0.62,28.6512,dry
2021-05-14,2021,05,14,May,May,0.61,28.3464,dry
2021-05-15,2021,05,15,May,May,0.59,27.7368,dry
2021-05-16,2021,05,16,May,May,0.57,27.1272,dry
2021-05-17,2021,05,17,May,May,0.55,26.517600000000005,dry
2021-05-18,2021,05,18,May,May,0.53,25.908000000000005,dry
2021-05-19,2021,05,19,May,May,0.51,25.2984,dry
2021-05-20,2021,05,20,May,May,0.5,24.9936,dry
2021-05-21,2021,05,21,May,May,0.47,24.0792,dry
2021-05-22,2021,05,22,May,May,0.45,23.4696,dry
2021-05-23,2021,05,23,May,May,0.43,22.86,dry
2021-05-24,2021,05,24,May,May,0.41,22.2504,dry
2021-05-25,2021,05,25,May,May,0.4,21.9456,dry
2021-05-26,2021,05,26,May,May,0.38,21.336,dry
2021-05-27,2021,05,27,May,May,0.35,20.421599999999998,dry
2021-05-28,2021,05,28,May,May,0.34,20.1168,dry
2021-05-29,2021,05,29,May,May,0.32,19.5072,dry
2021-05-30,2021,05,30,May,May,0.31,19.2024,dry
2021-05-31,2021,05,31,May,May,0.31,19.2024,dry
2021-06-01,2021,06,01,June,Jun,0.3,18.8976,wet
2021-06-02,2021,06,02,June,Jun,0.29,18.5928,wet
2021-06-03,2021,06,03,June,Jun,0.33,19.812,wet
2021-06-04,2021,06,04,June,Jun,0.33,19.812,wet
2021-06-05,2021,06,05,June,Jun,0.32,19.5072,wet
2021-06-06,2021,06,06,June,Jun,0.3,18.8976,wet
2021-06-07,2021,06,07,June,Jun,0.28,18.288000000000004,wet
2021-06-08,2021,06,08,June,Jun,0.25,17.373600000000003,wet
2021-06-09,2021,06,09,June,Jun,0.22,16.459200000000003,wet
2021-06-10,2021,06,10,June,Jun,0.21,16.154400000000003,wet
2021-06-11,2021,06,11,June,Jun,0.19,15.5448,wet
2021-06-12,2021,06,12,June,Jun,0.19,15.5448,wet
2021-06-13,2021,06,13,June,Jun,0.2,15.8496,wet
2021-06-14,2021,06,14,June,Jun,0.25,17.373600000000003,wet
2021-06-15,2021,06,15,June,Jun,0.34,20.1168,wet
2021-06-16,2021,06,16,June,Jun,0.36,20.726399999999998,wet
2021-06-17,2021,06,17,June,Jun,0.44,23.1648,wet
2021-06-18,2021,06,18,June,Jun,0.44,23.1648,wet
2021-06-19,2021,06,19,June,Jun,0.44,23.1648,wet
2021-06-20,2021,06,20,June,Jun,0.44,23.1648,wet
2021-06-21,2021,06,21,June,Jun,0.5,24.9936,wet
2021-06-22,2021,06,22,June,Jun,0.51,25.2984,wet
2021-06-23,2021,06,23,June,Jun,0.51,25.2984,wet
2021-06-24,2021,06,24,June,Jun,0.65,29.5656,wet
2021-06-25,2021,06,25,June,Jun,0.67,30.1752,wet
2021-06-26,2021,06,26,June,Jun,0.66,29.8704,wet
2021-06-27,2021,06,27,June,Jun,0.65,29.5656,wet
2021-06-28,2021,06,28,June,Jun,0.67,30.1752,wet
2021-06-29,2021,06,29,June,Jun,0.69,30.7848,wet
2021-06-30,2021,06,30,June,Jun,0.98,39.624,wet
2021-07-01,2021,07,01,July,Jul,0.95,38.7096,wet
2021-07-02,2021,07,02,July,Jul,0.95,38.7096,wet
2021-07-03,2021,07,03,July,Jul,0.9,37.1856,wet
2021-07-04,2021,07,04,July,Jul,0.85,35.6616,wet
2021-07-05,2021,07,05,July,Jul,0.81,34.442400000000006,wet
2021-07-06,2021,07,06,July,Jul,0.81,34.442400000000006,wet
2021-07-07,2021,07,07,July,Jul,0.8,34.137600000000006,wet
2021-07-08,2021,07,08,July,Jul,0.77,33.223200000000006,wet
2021-07-09,2021,07,09,July,Jul,0.75,32.613600000000005,wet
2021-07-10,2021,07,10,July,Jul,0.72,31.6992,wet
2021-07-11,2021,07,11,July,Jul,0.7,31.0896,wet
2021-07-12,2021,07,12,July,Jul,0.72,31.6992,wet
2021-07-13,2021,07,13,July,Jul,0.81,34.442400000000006,wet
2021-07-14,2021,07,14,July,Jul,0.81,34.442400000000006,wet
2021-07-15,2021,07,15,July,Jul,0.78,33.528000000000006,wet
2021-07-16,2021,07,16,July,Jul,0.75,32.613600000000005,wet
2021-07-17,2021,07,17,July,Jul,0.72,31.6992,wet
2021-07-18,2021,07,18,July,Jul,0.69,30.7848,wet
2021-07-19,2021,07,19,July,Jul,0.66,29.8704,wet
2021-07-20,2021,07,20,July,Jul,0.64,29.2608,wet
2021-07-21,2021,07,21,July,Jul,0.62,28.6512,wet
2021-07-22,2021,07,22,July,Jul,0.62,28.6512,wet
2021-07-23,2021,07,23,July,Jul,0.63,28.956,wet
2021-07-24,2021,07,24,July,Jul,0.65,29.5656,wet
2021-07-25,2021,07,25,July,Jul,0.65,29.5656,wet
2021-07-26,2021,07,26,July,Jul,0.64,29.2608,wet
2021-07-27,2021,07,27,July,Jul,0.64,29.2608,wet
2021-07-28,2021,07,28,July,Jul,0.64,29.2608,wet
2021-07-29,2021,07,29,July,Jul,0.64,29.2608,wet
2021-07-30,2021,07,30,July,Jul,0.79,33.832800000000006,wet
2021-07-31,2021,07,31,July,Jul,0.78,33.528000000000006,wet
2021-08-01,2021,08,01,August,Aug,0.76,32.918400000000005,wet
2021-08-02,2021,08,02,August,Aug,0.75,32.613600000000005,wet
2021-08-03,2021,08,03,August,Aug,0.76,32.918400000000005,wet
2021-08-04,2021,08,04,August,Aug,0.75,32.613600000000005,wet
2021-08-05,2021,08,05,August,Aug,0.75,32.613600000000005,wet
2021-08-06,2021,08,06,August,Aug,0.77,33.223200000000006,wet
2021-08-07,2021,08,07,August,Aug,0.77,33.223200000000006,wet
